标签,疾病名字,top3,top5,top8,top10,备注：该类别训练样本数
1844.0,小肠黏膜糜烂,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1845.0,小脑交界性肿瘤,0.0(0/43),1.0(43/43),1.0(43/43),1.0(43/43),1
1846.0,小脑共济失调,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
1847.0,小脑出血,0.02(1/34),0.05(2/34),0.05(2/34),0.11(4/34),53
1848.0,小脑动脉瘤,0.84(22/26),0.84(22/26),0.84(22/26),0.84(22/26),5
1849.0,小脑后下动脉动脉瘤破裂伴蛛网膜下腔岀血,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
1850.0,小脑恶性肿瘤,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
1851.0,小脑慕脑膜瘤,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
1852.0,小脑扁桃体下疝畸形[Arnold-Chiari综合征],0.62(20/32),0.62(20/32),0.75(24/32),0.75(24/32),6
1853.0,小脑梗死,0.25(7/28),0.39(11/28),0.60(17/28),0.71(20/28),116
1854.0,小脑炎,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1855.0,小脑继发恶性肿瘤,0.55(15/27),0.55(15/27),0.55(15/27),0.77(21/27),4
1856.0,小脑脓肿,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
1857.0,小脑良性肿瘤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1858.0,小脑蚓部出血,0.0(0/29),0.0(0/29),0.0(0/29),1.0(29/29),1
1859.0,小腿多发性骨折,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),2
1860.0,小腿开放性损伤,0.0(0/21),1.0(21/21),1.0(21/21),1.0(21/21),1
1861.0,小腿挫伤,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
1862.0,小腿损伤,0.0(0/26),0.0(0/26),1.0(26/26),1.0(26/26),1
1863.0,小腿血肿,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
1864.0,小血管炎肾损害,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),1
1865.0,小阴茎,0.0(0/25),0.0(0/25),0.72(18/25),0.72(18/25),4
1866.0,小隐静脉曲张,0.95(21/22),0.95(21/22),0.95(21/22),1.0(22/22),19
1867.0,少精子症,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),7
1868.0,尖端扭转型室性心动过速,1.0(41/41),1.0(41/41),1.0(41/41),1.0(41/41),1
1869.0,尖锐湿疣,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),1
1870.0,尘肺,0.38(12/31),0.41(13/31),0.51(16/31),0.54(17/31),227
1871.0,尺神经炎,0.54(13/24),0.54(13/24),0.54(13/24),0.91(22/24),9
1872.0,尺神经麻痹,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),2
1873.0,尺骨冠突骨折,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),5
1874.0,尺骨干骨折,0.20(7/34),0.20(7/34),0.20(7/34),0.20(7/34),4
1875.0,尺骨茎突骨折,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
1876.0,尺骨茎突骨折伴桡骨远端骨折,0.03(1/32),0.03(1/32),0.21(7/32),0.21(7/32),66
1877.0,尺骨近端骨折,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),3
1878.0,尺骨远端骨折,0.21(7/32),0.21(7/32),0.40(13/32),0.40(13/32),5
1879.0,尺骨远端骨折伴桡骨远端骨折,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),22
1880.0,尺骨骨折,0.72(16/22),0.77(17/22),0.77(17/22),0.77(17/22),23
1881.0,尺骨鹰嘴骨折,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),88
1882.0,尾状核出血,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
1883.0,尾状核头出血,0.56(14/25),0.68(17/25),0.88(22/25),0.88(22/25),7
1884.0,尾肠囊肿,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),1
1885.0,尿失禁,0.12(5/39),0.12(5/39),0.12(5/39),0.12(5/39),6
1886.0,尿毒症,0.53(16/30),0.53(16/30),0.53(16/30),0.53(16/30),20
1887.0,尿毒症性肺病,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
1888.0,尿潴留,0.14(5/34),0.20(7/34),0.29(10/34),0.29(10/34),29
1889.0,尿路梗阻,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
1890.0,尿道下裂,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),8
1891.0,尿道下裂冠状沟型,0.0(0/26),0.0(0/26),0.30(8/26),0.30(8/26),3
1892.0,尿道会阴瘘,0.45(14/31),0.45(14/31),1.0(31/31),1.0(31/31),3
1893.0,尿道内异物,0.0(0/44),0.0(0/44),0.0(0/44),0.0(0/44),3
1894.0,尿道出血,0.19(6/31),0.19(6/31),0.41(13/31),0.41(13/31),7
1895.0,尿道原位癌,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),2
1896.0,尿道口囊肿,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),10
1897.0,尿道口狭窄,0.64(16/25),0.88(22/25),0.88(22/25),0.88(22/25),5
1898.0,尿道口血管瘤,0.75(18/24),0.75(18/24),0.75(18/24),1.0(24/24),3
1899.0,尿道恶性肿瘤,0.66(18/27),0.66(18/27),0.66(18/27),0.66(18/27),3
1900.0,尿道悬吊术后引起的机械性并发症,0.16(5/31),0.16(5/31),0.35(11/31),0.54(17/31),7
1901.0,尿道憩室,0.21(7/33),0.21(7/33),0.21(7/33),0.21(7/33),5
1902.0,尿道损伤,0.06(2/29),0.06(2/29),0.06(2/29),0.27(8/29),6
1903.0,尿道断裂,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1904.0,尿道旁囊肿,0.18(5/27),0.18(5/27),0.18(5/27),0.18(5/27),5
1905.0,尿道旁腺良性肿瘤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1906.0,尿道狭窄,0.47(11/23),0.52(12/23),0.60(14/23),0.60(14/23),74
1907.0,尿道球部断裂,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
1908.0,尿道瘘,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),3
1909.0,尿道直肠瘘,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),2
1910.0,尿道结石,0.21(7/33),0.21(7/33),0.21(7/33),0.21(7/33),11
1911.0,尿道肉阜,0.21(7/32),0.21(7/32),0.21(7/32),0.21(7/32),13
1912.0,尿道肿物,0.57(12/21),0.57(12/21),0.66(14/21),0.66(14/21),10
1913.0,尿道脓肿,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
1914.0,尿道良性肿瘤,0.52(13/25),0.88(22/25),0.88(22/25),0.88(22/25),5
1915.0,尿道阴道瘘,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),2
1916.0,尿频,0.46(14/30),0.46(14/30),0.46(14/30),0.46(14/30),40
1917.0,局灶性大脑挫伤伴出血,0.05(2/34),0.05(2/34),0.05(2/34),0.05(2/34),28
1918.0,局灶性大脑挫伤伴大量出血,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
1919.0,局灶性大脑挫伤伴血肿,0.05(2/34),0.05(2/34),0.05(2/34),0.05(2/34),19
1920.0,局灶性大脑挫裂伤,0.0(0/31),0.03(1/31),0.03(1/31),0.06(2/31),96
1921.0,局灶性小脑挫裂伤,0.0(0/40),0.0(0/40),0.0(0/40),0.0(0/40),1
1922.0,局灶硬化性肾炎,0.0(0/36),0.0(0/36),0.55(20/36),0.55(20/36),2
1923.0,局部振动病,1.0(39/39),1.0(39/39),1.0(39/39),1.0(39/39),5
1924.0,局部淋巴结肿大,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),1
1925.0,局限性淀粉样变性,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1926.0,局限性硬皮病,0.30(12/39),0.30(12/39),0.30(12/39),0.30(12/39),5
1927.0,局限性缺血性肠病,0.18(7/37),0.18(7/37),0.21(8/37),0.27(10/37),31
1928.0,局限性脑萎缩,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
1929.0,局限性腹膜炎,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
1930.0,嵌顿性股疝,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1931.0,左主支气管恶性肿瘤,0.34(11/32),0.37(12/32),0.37(12/32),0.40(13/32),21
1932.0,左侧输卵管积水,0.53(14/26),0.53(14/26),0.53(14/26),0.53(14/26),4
1933.0,左室室性心动过速,0.80(21/26),0.80(21/26),0.80(21/26),0.80(21/26),7
1934.0,左室流出道狭窄,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
1935.0,左心室附壁血栓形成,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
1936.0,左心疾病相关性肺动脉高压,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),3
1937.0,左心衰竭,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
1938.0,左房扩大,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
1939.0,左房血栓,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1940.0,左肺上下叶恶性肿瘤,0.72(24/33),0.72(24/33),0.72(24/33),0.72(24/33),2
1941.0,左肺上叶恶性肿瘤,0.0(0/27),0.0(0/27),0.03(1/27),0.03(1/27),617
1942.0,左肺下叶恶性肿瘤,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),477
1943.0,左肺恶性肿瘤,0.03(1/28),0.03(1/28),0.03(1/28),0.07(2/28),217
1944.0,巨大儿,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1945.0,巨大儿引起的梗阻性分娩,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
1946.0,巨大儿引起胎盆不称,0.31(9/29),0.31(9/29),0.31(9/29),0.31(9/29),11
1947.0,巨大裂孔性视网膜脱离,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
1948.0,巨幼红细胞性贫血,0.10(4/38),0.10(4/38),0.26(10/38),0.26(10/38),9
1949.0,巨幼细胞遗传性贫血,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
1950.0,巨球蛋白血症,0.23(8/34),0.41(14/34),0.41(14/34),0.41(14/34),13
1951.0,巨细胞动脉炎[颞动脉炎],0.51(21/41),0.51(21/41),0.51(21/41),0.51(21/41),4
1952.0,巨细胞动脉炎伴风湿性多肌痛,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
1953.0,巨细胞病毒性单核细胞增多症,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1954.0,巨细胞病毒性肺炎,0.34(11/32),0.34(11/32),0.34(11/32),0.37(12/32),22
1955.0,巨细胞病毒感染,0.56(13/23),0.60(14/23),0.73(17/23),0.82(19/23),75
1956.0,巩膜炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
1957.0,巩膜葡萄肿,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),1
1958.0,已知病毒的流感性急性上呼吸道感染,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),4
1959.0,已知病毒的流感性肺炎,0.41(14/34),0.41(14/34),0.47(16/34),0.47(16/34),36
1960.0,已知病毒的流行性感冒,0.33(10/30),0.5(15/30),0.5(15/30),0.5(15/30),34
1961.0,巴氏食管,0.83(20/24),1.0(24/24),1.0(24/24),1.0(24/24),5
1962.0,巴特综合征[Bartter综合征],0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
1963.0,布-加综合征[budd-chiari综合征],1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
1964.0,布氏杆菌性关节炎,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
1965.0,布氏杆菌病[波状热],0.5(14/28),0.53(15/28),0.57(16/28),0.57(16/28),18
1966.0,布鲁咯哒综合征[Brugada综合征],1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
1967.0,帕金森叠加综合征,0.31(12/38),0.31(12/38),0.31(12/38),0.31(12/38),3
1968.0,帕金森病,0.69(16/23),0.69(16/23),0.82(19/23),0.82(19/23),34
1969.0,帕金森综合征,0.26(8/30),0.26(8/30),0.33(10/30),0.33(10/30),34
1970.0,带状疱疹,0.31(10/32),0.37(12/32),0.37(12/32),0.40(13/32),537
1971.0,带状疱疹伴眼病,0.88(30/34),1.0(34/34),1.0(34/34),1.0(34/34),6
1972.0,带状疱疹后三叉神经痛,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
1973.0,带状疱疹后坐骨神经痛,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
1974.0,带状疱疹后神经痛,0.76(26/34),0.76(26/34),0.76(26/34),0.76(26/34),8
1975.0,带状疱疹后遗症,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),2
1976.0,带状疱疹性神经根炎,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
1977.0,带状疱疹性结膜炎,0.65(25/38),0.65(25/38),0.65(25/38),0.65(25/38),4
1978.0,带状疱疹性角膜炎,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
1979.0,干燥综合征[舍格伦综合征],0.0(0/32),0.03(1/32),0.06(2/32),0.12(4/32),256
1980.0,干燥综合征伴肌病,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
1981.0,干燥综合征伴肺病变,0.51(15/29),0.58(17/29),0.58(17/29),0.58(17/29),96
1982.0,干燥闭塞性龟头炎,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
1983.0,干眼症,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),3
1984.0,干酪性肺结核,0.36(9/25),0.36(9/25),0.36(9/25),0.36(9/25),2
1985.0,并发性白内障,0.24(6/25),0.48(12/25),0.64(16/25),0.72(18/25),141
1986.0,幻觉,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),1
1987.0,幼儿型特发性脊柱侧弯,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),2
1988.0,幼年型斯蒂尔病,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),3
1989.0,幽门不全梗阻,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),1
1990.0,幽门恶性肿瘤,0.67(19/28),0.67(19/28),0.67(19/28),0.67(19/28),5
1991.0,幽门梗阻,0.58(17/29),0.58(17/29),0.58(17/29),0.58(17/29),18
1992.0,幽门溃疡伴出血,0.77(24/31),0.77(24/31),0.77(24/31),0.77(24/31),9
1993.0,幽门溃疡伴穿孔,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
1994.0,幽门管恶性肿瘤,0.0(0/38),0.0(0/38),0.0(0/38),1.0(38/38),1
1995.0,幽门管溃疡,0.70(24/34),0.70(24/34),0.70(24/34),0.70(24/34),6
1996.0,幽门螺旋杆菌感染,0.46(14/30),0.76(23/30),0.8(24/30),0.8(24/30),14
1997.0,广泛性焦虑障碍,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
1998.0,广泛转移性肿瘤,0.18(6/33),0.18(6/33),0.30(10/33),0.42(14/33),27
1999.0,应激性心肌病[心尖球形综合征],1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),2
2000.0,应激性溃疡,0.82(28/34),0.82(28/34),0.82(28/34),0.82(28/34),6
2001.0,应激性溃疡伴出血,0.88(23/26),0.88(23/26),0.88(23/26),0.88(23/26),7
2002.0,应激性溃疡伴穿孔,0.14(4/27),0.14(4/27),0.25(7/27),0.25(7/27),4
2003.0,应激性胃溃疡,0.67(23/34),0.67(23/34),0.67(23/34),0.67(23/34),5
2004.0,废用性外斜视,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),12
2005.0,康复医疗,0.41(14/34),1.0(34/34),1.0(34/34),1.0(34/34),2
2006.0,延髓岀血,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),28
2007.0,开放性外伤术后恢复期,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
2008.0,开放性损伤伴异物,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
2009.0,开放性损伤愈合不良,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
2010.0,开放性颅脑损伤轻型,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
2011.0,开放性颅脑损伤重型,0.0(0/31),0.0(0/31),0.0(0/31),1.0(31/31),1
2012.0,开角型青光眼,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),27
2013.0,异位妊娠,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),121
2014.0,异位妊娠合并宫内孕,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
2015.0,异位妊娠后休克,0.62(22/35),1.0(35/35),1.0(35/35),1.0(35/35),2
2016.0,异位妊娠后出血,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
2017.0,异位妊娠后腹腔内出血,0.80(17/21),0.85(18/21),1.0(21/21),1.0(21/21),18
2018.0,异位甲状旁腺良性肿瘤,0.5(14/28),0.5(14/28),0.5(14/28),0.5(14/28),3
2019.0,异体肾移植状态,0.28(8/28),0.53(15/28),0.53(15/28),0.53(15/28),6
2020.0,异常子宫出血,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),123
2021.0,异常步态,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
2022.0,异物肉芽肿,0.52(13/25),0.52(13/25),1.0(25/25),1.0(25/25),2
2023.0,弓蛔虫病,0.0(0/30),0.03(1/30),0.03(1/30),0.03(1/30),9
2024.0,引产失败,0.03(1/28),0.10(3/28),0.10(3/28),0.14(4/28),71
2025.0,张力性尿失禁,0.42(14/33),0.54(18/33),0.54(18/33),0.75(25/33),5
2026.0,弥散性大脑损伤伴出血,0.38(10/26),0.38(10/26),0.5(13/26),0.5(13/26),14
2027.0,弥散性血管内凝血,1.0(40/40),1.0(40/40),1.0(40/40),1.0(40/40),1
2028.0,弥漫大B细胞淋巴瘤,0.48(12/25),0.76(19/25),0.76(19/25),0.76(19/25),19
2029.0,弥漫大B细胞淋巴瘤(DLBCL),0.75(18/24),1.0(24/24),1.0(24/24),1.0(24/24),6
2030.0,弥漫性泛细支气管炎,0.92(23/25),0.92(23/25),0.92(23/25),0.92(23/25),18
2031.0,弥漫性特发性骨肥厚[DISH病],1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
2032.0,弥漫性甲状腺肿伴甲状腺功能亢进[Graves病],0.43(18/41),0.51(21/41),0.53(22/41),0.53(22/41),14
2033.0,弥漫性甲状腺肿伴甲状腺机能亢进,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
2034.0,弥漫性肺泡出血综合征,0.84(22/26),0.96(25/26),1.0(26/26),1.0(26/26),13
2035.0,弥漫性肺纤维化,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),15
2036.0,弥漫性肺间质疾病,0.62(17/27),0.62(17/27),0.66(18/27),0.66(18/27),31
2037.0,弥漫性肺间质纤维化,0.30(10/33),0.30(10/33),0.33(11/33),0.45(15/33),60
2038.0,弥漫性腹膜炎,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),2
2039.0,弥漫性轴索损伤,0.0(0/32),0.0(0/32),0.0(0/32),1.0(32/32),1
2040.0,强直性脊柱炎,0.35(10/28),0.35(10/28),0.42(12/28),0.46(13/28),110
2041.0,微小病变性肾小球肾炎,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
2042.0,心前区痛,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
2043.0,心力衰竭,0.88(22/25),0.88(22/25),0.92(23/25),0.92(23/25),22
2044.0,心功能III级(NYHA分级),0.07(2/28),0.07(2/28),0.21(6/28),0.21(6/28),275
2045.0,心功能IV级(NYHA分级),0.0(0/39),0.02(1/39),0.02(1/39),0.02(1/39),449
2046.0,心功能I级(NYHA分级),0.78(25/32),0.78(25/32),0.78(25/32),0.78(25/32),5
2047.0,心功能Ⅱ--Ⅲ级(NYHA分级),0.56(14/25),0.6(15/25),0.72(18/25),0.72(18/25),105
2048.0,心功能Ⅱ级(NYHA分级),0.54(13/24),0.75(18/24),0.75(18/24),0.79(19/24),73
2049.0,心功能不全,0.11(3/26),0.23(6/26),0.38(10/26),0.42(11/26),305
2050.0,心动过缓,0.13(5/37),0.13(5/37),0.13(5/37),0.13(5/37),13
2051.0,心动过速,0.0(0/36),0.0(0/36),0.11(4/36),0.11(4/36),5
2052.0,心动过速性心肌病,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
2053.0,心包切开术后综合征,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
2054.0,心包压塞,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
2055.0,心包恶性肿瘤,0.68(28/41),0.68(28/41),0.68(28/41),0.68(28/41),3
2056.0,心包积液,0.27(8/29),0.34(10/29),0.34(10/29),0.34(10/29),40
2057.0,心包间皮瘤,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
2058.0,心室扩大,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
2059.0,心室肥厚,0.45(14/31),0.64(20/31),0.64(20/31),0.64(20/31),3
2060.0,心室血栓,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
2061.0,心室颤动,0.65(17/26),0.65(17/26),0.84(22/26),0.84(22/26),10
2062.0,心尖肥厚型心肌病,0.70(19/27),0.74(20/27),0.74(20/27),0.74(20/27),10
2063.0,心律失常,0.02(1/37),0.02(1/37),0.05(2/37),0.05(2/37),35
2064.0,心律失常电风暴,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
2065.0,心悸,0.53(16/30),0.53(16/30),0.63(19/30),0.63(19/30),11
2066.0,心房扑动,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),165
2067.0,心房肿物,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),2
2068.0,心房良性肿瘤,0.05(2/35),0.28(10/35),0.28(10/35),0.28(10/35),11
2069.0,心房颤动[心房纤颤],0.03(1/29),0.03(1/29),0.03(1/29),0.06(2/29),482
2070.0,心源性休克,0.57(22/38),0.57(22/38),0.57(22/38),0.57(22/38),3
2071.0,心源性晕厥,0.66(22/33),0.66(22/33),0.66(22/33),0.66(22/33),5
2072.0,心源性猝死,0.82(24/29),0.89(26/29),0.89(26/29),0.89(26/29),6
2073.0,心电图异常,0.7(21/30),0.7(21/30),0.7(21/30),0.7(21/30),4
2074.0,心绞痛,0.76(16/21),0.76(16/21),0.90(19/21),0.95(20/21),151
2075.0,心肌供血不足,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
2076.0,心肌损害,0.76(20/26),0.76(20/26),1.0(26/26),1.0(26/26),5
2077.0,心肌梗死后心绞痛,1.0(16/16),1.0(16/16),1.0(16/16),1.0(16/16),4
2078.0,心肌梗死恢复期,0.53(24/45),0.53(24/45),0.53(24/45),0.53(24/45),4
2079.0,心肌炎,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),21
2080.0,心肌炎后心肌病,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
2081.0,心肌炎后遗症,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),2
2082.0,心肌病,0.71(25/35),0.71(25/35),0.71(25/35),0.8(28/35),5
2083.0,心肌酶谱异常,0.26(9/34),0.26(9/34),0.26(9/34),0.5(17/34),4
2084.0,心脏停搏,0.0(0/25),0.0(0/25),0.0(0/25),0.0(0/25),1
2085.0,心脏停搏复苏成功,0.5(17/34),0.55(19/34),0.55(19/34),0.55(19/34),7
2086.0,心脏导管相关性感染,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
2087.0,心脏射频消融术后,1.0(37/37),1.0(37/37),1.0(37/37),1.0(37/37),1
2088.0,心脏异物,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
2089.0,心脏恶性肿瘤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
2090.0,心脏扩大,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
2091.0,心脏淀粉样变性,0.67(19/28),0.82(23/28),0.82(23/28),0.82(23/28),5
2092.0,心脏瓣膜病,0.74(23/31),0.96(30/31),0.96(30/31),0.96(30/31),9
2093.0,心脏电子装置囊袋破溃,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
2094.0,心脏电子装置电极导线脱位,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),2
2095.0,心脏神经症,0.26(7/26),0.34(9/26),0.61(16/26),0.69(18/26),102
2096.0,心脏穿透性损伤,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),1
2097.0,心脏良性肿瘤,0.33(13/39),0.33(13/39),0.33(13/39),0.33(13/39),3
2098.0,心脏起搏器失灵,0.58(17/29),0.62(18/29),0.68(20/29),0.68(20/29),12
2099.0,心脏起搏器调整和管理,0.0(0/39),0.12(5/39),0.12(5/39),0.12(5/39),16
2100.0,心血管疾患的特殊筛查,0.42(12/28),0.71(20/28),0.82(23/28),0.89(25/28),17
2101.0,快慢综合征,0.46(13/28),0.46(13/28),0.46(13/28),0.78(22/28),4
2102.0,急产,0.03(1/31),0.06(2/31),0.06(2/31),0.06(2/31),51
2103.0,急性ST段抬高型心肌梗死,0.86(19/22),0.95(21/22),0.95(21/22),0.95(21/22),21
2104.0,急性上呼吸道感染,0.90(19/21),0.90(19/21),0.90(19/21),0.95(20/21),24
2105.0,急性上消化道出血,0.10(3/29),0.17(5/29),0.34(10/29),0.37(11/29),35
2106.0,急性下侧壁心肌梗死,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),9
2107.0,急性下后壁右心室心肌梗死,0.25(7/27),0.44(12/27),0.55(15/27),0.66(18/27),113
2108.0,急性下后壁心肌梗死,0.07(2/26),0.19(5/26),0.38(10/26),0.46(12/26),353
2109.0,急性下呼吸道感染,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
2110.0,急性下壁侧壁心肌梗死,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),6
2111.0,急性下壁侧壁正后壁心肌梗死,0.4(10/25),0.6(15/25),0.84(21/25),0.84(21/25),85
2112.0,急性下壁右心室再发心肌梗死,1.0(37/37),1.0(37/37),1.0(37/37),1.0(37/37),1
2113.0,急性下壁右心室心肌梗死,0.06(2/30),0.1(3/30),0.23(7/30),0.3(9/30),135
2114.0,急性下壁后壁右心室心肌梗死,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),100
2115.0,急性下壁心肌梗死,0.0(0/29),0.03(1/29),0.03(1/29),0.03(1/29),266
2116.0,急性下壁正后壁心肌梗死,0.03(1/30),0.06(2/30),0.13(4/30),0.13(4/30),95
2117.0,急性下壁高侧壁心肌梗死,0.34(10/29),0.34(10/29),0.34(10/29),1.0(29/29),2
2118.0,急性乙型病毒性肝炎,0.48(17/35),0.48(17/35),0.48(17/35),0.48(17/35),2
2119.0,急性乳腺炎,0.68(26/38),0.68(26/38),0.68(26/38),0.68(26/38),3
2120.0,急性会厌炎,0.36(14/38),0.39(15/38),0.42(16/38),0.42(16/38),112
2121.0,急性侧壁心肌梗死,0.57(16/28),0.67(19/28),0.75(21/28),0.82(23/28),37
